Received_Time_ms;Send_Time_ms;Delay_ms;Furnace_ID;Seq_Num;Payload_Bytes
1761894476730;1761919688000;-25211270;furnace3;383;56
1761894476863;1761919688000;-25211137;furnace3;384;55
1761894478107;1761919690000;-25211893;furnace3;385;52
1761894478229;1761919690000;-25211771;furnace3;386;56
1761894478424;1761919690000;-25211576;furnace3;387;55
1761894479669;1761919692000;-25212331;furnace3;388;52
1761894479755;1761919692000;-25212245;furnace3;389;56
1761894481716;1761919692000;-25210284;furnace3;390;55
1761894481717;1761919693000;-25211283;furnace3;391;52
1761894481717;1761919693000;-25211283;furnace3;393;55
1761894481717;1761919693000;-25211283;furnace3;392;56
1761894482742;1761919695000;-25212258;furnace3;394;52
1761894482776;1761919695000;-25212224;furnace3;395;56
1761894482912;1761919695000;-25212088;furnace3;396;55
1761894484278;1761919696000;-25211722;furnace3;397;52
1761894484294;1761919696000;-25211706;furnace3;398;56
1761894484424;1761919696000;-25211576;furnace3;399;55
1761894485714;1761919698000;-25212286;furnace3;400;52
1761894485911;1761919698000;-25212089;furnace3;401;56
1761894485971;1761919698000;-25212029;furnace3;402;55
1761894487246;1761919699000;-25211754;furnace3;403;52
1761894487307;1761919699000;-25211693;furnace3;404;56
1761894487438;1761919699000;-25211562;furnace3;405;55
1761894488829;1761919701000;-25212171;furnace3;406;52
1761894488841;1761919701000;-25212159;furnace3;407;56
1761894488946;1761919701000;-25212054;furnace3;408;55
1761894490199;1761919702000;-25211801;furnace3;409;52
1761894490333;1761919702000;-25211667;furnace3;410;56
1761894490524;1761919702000;-25211476;furnace3;411;55
1761894491708;1761919704000;-25212292;furnace3;412;52
1761894491825;1761919704000;-25212175;furnace3;413;56
1761894491956;1761919704000;-25212044;furnace3;414;55
1761894493287;1761919705000;-25211713;furnace3;415;52
1761894493334;1761919705000;-25211666;furnace3;416;56
1761894493468;1761919705000;-25211532;furnace3;417;55
1761894494723;1761919707000;-25212277;furnace3;418;52
1761894494825;1761919707000;-25212175;furnace3;419;56
1761894495029;1761919707000;-25211971;furnace3;420;55
1761894496260;1761919708000;-25211740;furnace3;421;52
1761894496351;1761919708000;-25211649;furnace3;422;56
1761894496567;1761919708000;-25211433;furnace3;423;55
1761894497795;1761919710000;-25212205;furnace3;424;52
1761894497859;1761919710000;-25212141;furnace3;425;56
1761894498000;1761919710000;-25212000;furnace3;426;55
1761894499333;1761919711000;-25211667;furnace3;427;52
1761894499363;1761919711000;-25211637;furnace3;428;56
1761894499497;1761919711000;-25211503;furnace3;429;55
1761894500754;1761919713000;-25212246;furnace3;430;52
1761894500860;1761919713000;-25212140;furnace3;431;56
1761894500994;1761919713000;-25212006;furnace3;432;55
1761894502253;1761919714000;-25211747;furnace3;433;52
1761894502379;1761919714000;-25211621;furnace3;434;56
1761894502504;1761919714000;-25211496;furnace3;435;55
1761894503828;1761919716000;-25212172;furnace3;436;52
1761894503887;1761919716000;-25212113;furnace3;437;56
1761894504041;1761919716000;-25211959;furnace3;438;55
1761894505370;1761919717000;-25211630;furnace3;439;52
1761894505384;1761919717000;-25211616;furnace3;440;56
1761894505513;1761919717000;-25211487;furnace3;441;55
1761894506799;1761919719000;-25212201;furnace3;442;52
1761894506889;1761919719000;-25212111;furnace3;443;56
1761894507107;1761919719000;-25211893;furnace3;444;55
1761894508337;1761919720000;-25211663;furnace3;445;52
1761894508386;1761919720000;-25211614;furnace3;446;56
1761894508514;1761919720000;-25211486;furnace3;447;55
1761894509870;1761919722000;-25212130;furnace3;448;52
1761894509897;1761919722000;-25212103;furnace3;449;56
1761894510061;1761919722000;-25211939;furnace3;450;55
1761894511310;1761919723000;-25211690;furnace3;451;52
1761894511407;1761919723000;-25211593;furnace3;452;56
1761894511613;1761919723000;-25211387;furnace3;453;55
1761894512840;1761919725000;-25212160;furnace3;454;52
1761894512924;1761919725000;-25212076;furnace3;455;56
1761894513053;1761919725000;-25211947;furnace3;456;55
1761894514392;1761919726000;-25211608;furnace3;457;52
1761894514444;1761919726000;-25211556;furnace3;458;56
1761894514586;1761919726000;-25211414;furnace3;459;55
1761894516044;1761919728000;-25211956;furnace3;460;52
1761894516044;1761919728000;-25211956;furnace3;461;56
1761894516140;1761919728000;-25211860;furnace3;462;55
1761894517455;1761919730000;-25212545;furnace3;463;52
1761894517573;1761919730000;-25212427;furnace3;464;56
1761894517692;1761919730000;-25212308;furnace3;465;55
1761894518991;1761919732000;-25213009;furnace3;466;52
1761894519014;1761919732000;-25212986;furnace3;467;56
1761894519140;1761919732000;-25212860;furnace3;468;55
1761894520422;1761919733000;-25212578;furnace3;469;52
1761894520525;1761919733000;-25212475;furnace3;470;56
1761894520659;1761919733000;-25212341;furnace3;471;55
1761894521955;1761919735000;-25213045;furnace3;472;52
1761894522038;1761919735000;-25212962;furnace3;473;56
1761894522169;1761919735000;-25212831;furnace3;474;55
1761894525436;1761919736000;-25210564;furnace3;475;52
1761894525538;1761919736000;-25210462;furnace3;476;56
1761894525673;1761919736000;-25210327;furnace3;477;55
1761894526359;1761919739000;-25212641;furnace3;479;56
1761894526358;1761919739000;-25212642;furnace3;478;52
1761894526563;1761919739000;-25212437;furnace3;480;55
1761894527792;1761919740000;-25212208;furnace3;481;52
1761894527872;1761919740000;-25212128;furnace3;482;56
1761894527969;1761919740000;-25212031;furnace3;483;55
1761894529335;1761919742000;-25212665;furnace3;484;52
1761894529348;1761919742000;-25212652;furnace3;485;56
1761894529481;1761919742000;-25212519;furnace3;486;55
1761894530763;1761919743000;-25212237;furnace3;487;52
1761894530853;1761919743000;-25212147;furnace3;488;56
1761894531069;1761919743000;-25211931;furnace3;489;55
1761894532299;1761919745000;-25212701;furnace3;490;52
1761894532370;1761919745000;-25212630;furnace3;491;56
1761894532500;1761919745000;-25212500;furnace3;492;55
1761894533838;1761919746000;-25212162;furnace3;493;52
1761894533887;1761919746000;-25212113;furnace3;494;56
1761894534038;1761919746000;-25211962;furnace3;495;55
1761894535377;1761919748000;-25212623;furnace3;496;52
1761894535428;1761919748000;-25212572;furnace3;497;56
1761894535522;1761919748000;-25212478;furnace3;498;55
1761894536803;1761919749000;-25212197;furnace3;499;52
1761894536890;1761919749000;-25212110;furnace3;500;56
1761894537019;1761919749000;-25211981;furnace3;501;55
1761894538339;1761919751000;-25212661;furnace3;502;52
1761894538413;1761919751000;-25212587;furnace3;503;56
1761894538646;1761919751000;-25212354;furnace3;504;55
1761894541841;1761919753000;-25211159;furnace3;505;52
1761894541933;1761919753000;-25211067;furnace3;506;56
1761894542039;1761919753000;-25210961;furnace3;507;55
1761894542638;1761919755000;-25212362;furnace3;508;52
1761894542744;1761919755000;-25212256;furnace3;509;56
1761894542876;1761919755000;-25212124;furnace3;510;55
1761894544149;1761919757000;-25212851;furnace3;511;52
1761894544287;1761919757000;-25212713;furnace3;512;56
1761894544390;1761919757000;-25212610;furnace3;513;55
1761894545624;1761919758000;-25212376;furnace3;514;52
1761894545744;1761919758000;-25212256;furnace3;515;56
1761894545874;1761919758000;-25212126;furnace3;516;55
1761894547135;1761919760000;-25212865;furnace3;517;52
1761894547257;1761919760000;-25212743;furnace3;518;56
1761894547457;1761919760000;-25212543;furnace3;519;55
1761894548665;1761919761000;-25212335;furnace3;520;52
1761894548779;1761919761000;-25212221;furnace3;521;56
1761894548991;1761919761000;-25212009;furnace3;522;55
1761894550169;1761919763000;-25212831;furnace3;523;52
1761894550312;1761919763000;-25212688;furnace3;524;56
1761894550435;1761919763000;-25212565;furnace3;525;55
1761894551758;1761919764000;-25212242;furnace3;526;52
1761894551838;1761919764000;-25212162;furnace3;527;56
1761894552064;1761919764000;-25211936;furnace3;528;55
1761894553297;1761919766000;-25212703;furnace3;529;52
1761894553329;1761919766000;-25212671;furnace3;530;56
1761894553449;1761919766000;-25212551;furnace3;531;55
1761894554750;1761919767000;-25212250;furnace3;532;52
1761894554820;1761919767000;-25212180;furnace3;533;56
1761894555033;1761919767000;-25211967;furnace3;534;55
1761894556263;1761919769000;-25212737;furnace3;535;52
1761894556336;1761919769000;-25212664;furnace3;536;56
1761894556568;1761919769000;-25212432;furnace3;537;55
1761894558207;1761919770000;-25211793;furnace3;538;52
1761894558209;1761919770000;-25211791;furnace3;540;55
1761894558208;1761919770000;-25211792;furnace3;539;56
1761894559339;1761919772000;-25212661;furnace3;541;52
1761894559350;1761919772000;-25212650;furnace3;542;56
1761894559489;1761919772000;-25212511;furnace3;543;55
1761894560763;1761919773000;-25212237;furnace3;544;52
1761894560868;1761919773000;-25212132;furnace3;545;56
1761894561002;1761919773000;-25211998;furnace3;546;55
1761894562300;1761919775000;-25212700;furnace3;547;52
1761894562376;1761919775000;-25212624;furnace3;548;56
1761894562608;1761919775000;-25212392;furnace3;549;55
1761894570803;1761919776000;-25205197;furnace3;550;52
1761894570825;1761919776000;-25205175;furnace3;551;56
1761894571006;1761919776000;-25204994;furnace3;552;55
1761894572538;1761919784000;-25211462;furnace3;553;52
1761894572538;1761919784000;-25211462;furnace3;554;56
1761894572613;1761919784000;-25211387;furnace3;555;55
1761894574073;1761919786000;-25211927;furnace3;556;52
1761894575350;1761919786000;-25210650;furnace3;557;56
1761894575350;1761919786000;-25210650;furnace3;558;55
1761894575367;1761919787000;-25211633;furnace3;559;52
1761894575492;1761919787000;-25211508;furnace3;560;56
1761894575616;1761919787000;-25211384;furnace3;561;55
1761894576939;1761919789000;-25212061;furnace3;562;52
1761894576998;1761919789000;-25212002;furnace3;563;56
1761894577126;1761919789000;-25211874;furnace3;564;55
1761894585952;1761919798000;-25212048;furnace3;565;52
1761894585993;1761919798000;-25212007;furnace3;566;56
1761894586121;1761919798000;-25211879;furnace3;567;55
1761894587443;1761919799000;-25211557;furnace3;568;52
1761894587564;1761919799000;-25211436;furnace3;569;56
1761894587841;1761919799000;-25211159;furnace3;570;55
1761894589026;1761919801000;-25211974;furnace3;571;52
1761894589099;1761919801000;-25211901;furnace3;572;56
1761894589200;1761919801000;-25211800;furnace3;573;55
1761894590563;1761919803000;-25212437;furnace3;574;52
1761894590593;1761919803000;-25212407;furnace3;575;56
1761894590704;1761919803000;-25212296;furnace3;576;55
1761894591957;1761919804000;-25212043;furnace3;577;52
1761894592076;1761919804000;-25211924;furnace3;578;56
1761894592207;1761919804000;-25211793;furnace3;579;55
1761894593524;1761919806000;-25212476;furnace3;580;52
1761894593594;1761919806000;-25212406;furnace3;581;56
1761894593738;1761919806000;-25212262;furnace3;582;55
1761894595064;1761919807000;-25211936;furnace3;583;52
1761894595084;1761919807000;-25211916;furnace3;584;56
1761894595213;1761919807000;-25211787;furnace3;585;55
1761894596500;1761919809000;-25212500;furnace3;586;52
1761894596603;1761919809000;-25212397;furnace3;587;56
1761894596731;1761919809000;-25212269;furnace3;588;55
1761894598034;1761919810000;-25211966;furnace3;589;52
1761894598111;1761919810000;-25211889;furnace3;590;56
1761894598343;1761919810000;-25211657;furnace3;591;55
1761894599574;1761919812000;-25212426;furnace3;592;52
1761894599642;1761919812000;-25212358;furnace3;593;56
1761894599775;1761919812000;-25212225;furnace3;594;55
1761894601012;1761919813000;-25211988;furnace3;595;52
1761894601132;1761919813000;-25211868;furnace3;596;56
1761894601313;1761919813000;-25211687;furnace3;597;55
1761894602539;1761919815000;-25212461;furnace3;598;52
1761894602680;1761919815000;-25212320;furnace3;599;56
1761894602789;1761919815000;-25212211;furnace3;600;55
1761894604053;1761919816000;-25211947;furnace3;601;52
1761894604173;1761919816000;-25211827;furnace3;602;56
1761894604383;1761919816000;-25211617;furnace3;603;55
1761894605612;1761919818000;-25212388;furnace3;604;52
1761894605666;1761919818000;-25212334;furnace3;605;56
1761894605817;1761919818000;-25212183;furnace3;606;55
1761894607148;1761919819000;-25211852;furnace3;607;52
1761894607171;1761919819000;-25211829;furnace3;608;56
1761894607314;1761919819000;-25211686;furnace3;609;55
1761894608581;1761919821000;-25212419;furnace3;610;52
1761894608691;1761919821000;-25212309;furnace3;611;56
1761894608890;1761919821000;-25212110;furnace3;612;55
1761894610130;1761919822000;-25211870;furnace3;613;52
1761894610196;1761919822000;-25211804;furnace3;614;56
1761894610327;1761919822000;-25211673;furnace3;615;55
1761894611614;1761919824000;-25212386;furnace3;616;52
1761894611715;1761919824000;-25212285;furnace3;617;56
1761894611857;1761919824000;-25212143;furnace3;618;55
1761894613191;1761919825000;-25211809;furnace3;619;52
1761894613208;1761919825000;-25211792;furnace3;620;56
1761894613337;1761919825000;-25211663;furnace3;621;55
1761894614629;1761919827000;-25212371;furnace3;622;52
1761894614727;1761919827000;-25212273;furnace3;623;56
1761894614930;1761919827000;-25212070;furnace3;624;55
1761894616204;1761919828000;-25211796;furnace3;625;52
1761894616260;1761919828000;-25211740;furnace3;626;56
1761894616358;1761919828000;-25211642;furnace3;627;55
1761894617641;1761919830000;-25212359;furnace3;628;52
1761894617766;1761919830000;-25212234;furnace3;629;56
1761894617884;1761919830000;-25212116;furnace3;630;55
1761894619236;1761919831000;-25211764;furnace3;631;52
1761894619258;1761919831000;-25211742;furnace3;632;56
1761894619387;1761919831000;-25211613;furnace3;633;55
1761894620664;1761919833000;-25212336;furnace3;634;52
1761894620799;1761919833000;-25212201;furnace3;635;56
1761894620975;1761919833000;-25212025;furnace3;636;55
1761894622202;1761919834000;-25211798;furnace3;637;52
1761894622285;1761919834000;-25211715;furnace3;638;56
1761894622423;1761919834000;-25211577;furnace3;639;55
1761894623679;1761919836000;-25212321;furnace3;640;52
1761894623822;1761919836000;-25212178;furnace3;641;56
1761894623949;1761919836000;-25212051;furnace3;642;55
1761894625274;1761919837000;-25211726;furnace3;643;52
1761894625305;1761919837000;-25211695;furnace3;644;56
1761894625436;1761919837000;-25211564;furnace3;645;55
1761894626711;1761919839000;-25212289;furnace3;646;52
1761894626805;1761919839000;-25212195;furnace3;647;56
1761894627020;1761919839000;-25211980;furnace3;648;55
1761894628251;1761919840000;-25211749;furnace3;649;52
1761894628330;1761919840000;-25211670;furnace3;650;56
1761894628461;1761919840000;-25211539;furnace3;651;55
1761894639034;1761919842000;-25202966;furnace3;652;52
1761894639159;1761919842000;-25202841;furnace3;653;56
1761894639284;1761919842000;-25202716;furnace3;654;55
1761894647909;1761919852000;-25204091;furnace3;655;52
1761894647933;1761919852000;-25204067;furnace3;656;56
1761894648085;1761919852000;-25203915;furnace3;657;55
1761894662873;1761919869000;-25206127;furnace3;658;52
1761894662952;1761919869000;-25206048;furnace3;659;56
1761894663060;1761919869000;-25205940;furnace3;660;55
1761894663724;1761919876000;-25212276;furnace3;661;50
1761894663744;1761919876000;-25212256;furnace3;662;54
1761894663875;1761919876000;-25212125;furnace3;663;55
1761894675046;1761919878000;-25202954;furnace3;664;52
1761894675159;1761919878000;-25202841;furnace3;665;56
1761894675284;1761919878000;-25202716;furnace3;666;55
1761894680998;1761919889000;-25208002;furnace3;667;52
1761894681085;1761919889000;-25207915;furnace3;668;56
1761894681230;1761919889000;-25207770;furnace3;669;55
1761894681804;1761919895000;-25213196;furnace3;670;50
1761894681921;1761919895000;-25213079;furnace3;671;54
1761894682050;1761919895000;-25212950;furnace3;672;55
1761894683344;1761919896000;-25212656;furnace3;673;50
1761894683426;1761919896000;-25212574;furnace3;674;54
1761894683553;1761919896000;-25212447;furnace3;675;55
1761894684826;1761919898000;-25213174;furnace3;676;50
1761894684933;1761919898000;-25213067;furnace3;677;54
1761894685066;1761919898000;-25212934;furnace3;678;55
1761894686317;1761919899000;-25212683;furnace3;679;50
1761894686434;1761919899000;-25212566;furnace3;680;54
1761894686560;1761919899000;-25212440;furnace3;681;55
1761894687841;1761919901000;-25213159;furnace3;682;50
1761894687949;1761919901000;-25213051;furnace3;683;54
1761894688071;1761919901000;-25212929;furnace3;684;55
1761894689337;1761919902000;-25212663;furnace3;685;50
1761894689451;1761919902000;-25212549;furnace3;686;54
1761894689579;1761919902000;-25212421;furnace3;687;55
1761894690913;1761919904000;-25213087;furnace3;688;50
1761894690963;1761919904000;-25213037;furnace3;689;54
1761894691225;1761919904000;-25212775;furnace3;690;55
1761894692452;1761919905000;-25212548;furnace3;691;50
1761894692479;1761919905000;-25212521;furnace3;692;54
1761894692651;1761919905000;-25212349;furnace3;693;55
1761894693880;1761919907000;-25213120;furnace3;694;50
1761894693993;1761919907000;-25213007;furnace3;695;54
1761894694116;1761919907000;-25212884;furnace3;696;55
1761894695417;1761919908000;-25212583;furnace3;697;50
1761894695492;1761919908000;-25212508;furnace3;698;54
1761894695622;1761919908000;-25212378;furnace3;699;55
1761894696956;1761919910000;-25213044;furnace3;700;50
1761894697015;1761919910000;-25212985;furnace3;701;54
1761894697143;1761919910000;-25212857;furnace3;702;55
1761894698493;1761919911000;-25212507;furnace3;703;50
1761894698525;1761919911000;-25212475;furnace3;704;54
1761894698669;1761919911000;-25212331;furnace3;705;55
1761894699941;1761919913000;-25213059;furnace3;706;50
1761894700038;1761919913000;-25212962;furnace3;707;54
1761894700165;1761919913000;-25212835;furnace3;708;55
1761894701460;1761919914000;-25212540;furnace3;709;50
1761894701563;1761919914000;-25212437;furnace3;710;54
1761894701679;1761919914000;-25212321;furnace3;711;55
1761894702997;1761919916000;-25213003;furnace3;712;50
1761894703053;1761919916000;-25212947;furnace3;713;54
1761894703184;1761919916000;-25212816;furnace3;714;55
1761894704529;1761919917000;-25212471;furnace3;715;50
1761894704589;1761919917000;-25212411;furnace3;716;54
1761894704688;1761919917000;-25212312;furnace3;717;55
1761894705968;1761919919000;-25213032;furnace3;718;50
1761894706067;1761919919000;-25212933;furnace3;719;54
1761894706272;1761919919000;-25212728;furnace3;720;55
1761894707459;1761919920000;-25212541;furnace3;721;50
1761894707576;1761919920000;-25212424;furnace3;722;54
1761894707705;1761919920000;-25212295;furnace3;723;55
1761894709036;1761919922000;-25212964;furnace3;724;50
1761894709098;1761919922000;-25212902;furnace3;725;54
1761894709226;1761919922000;-25212774;furnace3;726;55
1761894710489;1761919923000;-25212511;furnace3;727;50
1761894710607;1761919923000;-25212393;furnace3;728;54
1761894710736;1761919923000;-25212264;furnace3;729;55
1761894711997;1761919925000;-25213003;furnace3;730;50
1761894712208;1761919925000;-25212792;furnace3;731;54
1761894712244;1761919925000;-25212756;furnace3;732;55
1761894713508;1761919926000;-25212492;furnace3;733;50
1761894713626;1761919926000;-25212374;furnace3;734;54
1761894713753;1761919926000;-25212247;furnace3;735;55
1761894715005;1761919928000;-25212995;furnace3;736;52
1761894715125;1761919928000;-25212875;furnace3;737;56
1761894715256;1761919928000;-25212744;furnace3;738;55
1761894722965;1761919936000;-25213035;furnace3;739;52
1761894723037;1761919936000;-25212963;furnace3;740;54
1761894723168;1761919936000;-25212832;furnace3;741;55
1761894724499;1761919937000;-25212501;furnace3;742;52
1761894724544;1761919937000;-25212456;furnace3;743;54
1761894724673;1761919937000;-25212327;furnace3;744;55
1761894726137;1761919939000;-25212863;furnace3;745;52
1761894726138;1761919939000;-25212862;furnace3;746;54
1761894726189;1761919939000;-25212811;furnace3;747;55
1761894727491;1761919940000;-25212509;furnace3;748;52
1761894727577;1761919940000;-25212423;furnace3;749;54
1761894727707;1761919940000;-25212293;furnace3;750;55
1761894729003;1761919942000;-25212997;furnace3;751;52
1761894729087;1761919942000;-25212913;furnace3;752;54
1761894729216;1761919942000;-25212784;furnace3;753;55
1761894730482;1761919943000;-25212518;furnace3;754;52
1761894730609;1761919943000;-25212391;furnace3;755;54
1761894730734;1761919943000;-25212266;furnace3;756;55
1761894732075;1761919945000;-25212925;furnace3;757;52
1761894732118;1761919945000;-25212882;furnace3;758;54
1761894732245;1761919945000;-25212755;furnace3;759;55
1761894733612;1761919946000;-25212388;furnace3;760;52
1761894733629;1761919946000;-25212371;furnace3;761;54
1761894733816;1761919946000;-25212184;furnace3;762;55
1761894735046;1761919948000;-25212954;furnace3;763;52
1761894735141;1761919948000;-25212859;furnace3;764;54
1761894735268;1761919948000;-25212732;furnace3;765;55
1761894736582;1761919949000;-25212418;furnace3;766;52
1761894736649;1761919949000;-25212351;furnace3;767;54
1761894736776;1761919949000;-25212224;furnace3;768;55
1761894738042;1761919951000;-25212958;furnace3;769;52
1761894738161;1761919951000;-25212839;furnace3;770;54
1761894738292;1761919951000;-25212708;furnace3;771;55
1761894739550;1761919952000;-25212450;furnace3;772;52
1761894739673;1761919952000;-25212327;furnace3;773;54
1761894739795;1761919952000;-25212205;furnace3;774;55
1761894741087;1761919954000;-25212913;furnace3;775;52
1761894741180;1761919954000;-25212820;furnace3;776;54
1761894741307;1761919954000;-25212693;furnace3;777;55
1761894742623;1761919955000;-25212377;furnace3;778;52
1761894742689;1761919955000;-25212311;furnace3;779;54
1761894742815;1761919955000;-25212185;furnace3;780;55
1761894744158;1761919957000;-25212842;furnace3;781;52
1761894744200;1761919957000;-25212800;furnace3;782;54
1761894744329;1761919957000;-25212671;furnace3;783;55
1761894745597;1761919958000;-25212403;furnace3;784;52
1761894745716;1761919958000;-25212284;furnace3;785;54
1761894745896;1761919958000;-25212104;furnace3;786;55
1761894747137;1761919960000;-25212863;furnace3;787;52
1761894747232;1761919960000;-25212768;furnace3;788;54
1761894747358;1761919960000;-25212642;furnace3;789;55
1761894748781;1761919961000;-25212219;furnace3;790;52
1761894748782;1761919961000;-25212218;furnace3;791;54
1761894748904;1761919961000;-25212096;furnace3;792;55
1761894750207;1761919963000;-25212793;furnace3;793;52
1761894750251;1761919963000;-25212749;furnace3;794;54
1761894750379;1761919963000;-25212621;furnace3;795;55
1761894751754;1761919964000;-25212246;furnace3;796;52
1761894751816;1761919964000;-25212184;furnace3;797;54
1761894751891;1761919964000;-25212109;furnace3;798;55
1761894753217;1761919966000;-25212783;furnace3;799;52
1761894753354;1761919966000;-25212646;furnace3;800;54
1761894753468;1761919966000;-25212532;furnace3;801;55
1761894754714;1761919967000;-25212286;furnace3;802;52
1761894754783;1761919967000;-25212217;furnace3;803;54
1761894754907;1761919967000;-25212093;furnace3;804;55
1761894756249;1761919969000;-25212751;furnace3;805;52
1761894756297;1761919969000;-25212703;furnace3;806;54
1761894756420;1761919969000;-25212580;furnace3;807;55
1761894757787;1761919970000;-25212213;furnace3;808;52
1761894757806;1761919970000;-25212194;furnace3;809;54
1761894757993;1761919970000;-25212007;furnace3;810;55
1761894759327;1761919972000;-25212673;furnace3;811;52
1761894759341;1761919972000;-25212659;furnace3;812;56
1761894759629;1761919972000;-25212371;furnace3;813;55
1761894760634;1761919973000;-25212366;furnace3;814;52
1761894760752;1761919973000;-25212248;furnace3;815;56
1761894760881;1761919973000;-25212119;furnace3;816;55
1761894762293;1761919975000;-25212707;furnace3;817;52
1761894762336;1761919975000;-25212664;furnace3;818;54
1761894762465;1761919975000;-25212535;furnace3;819;55
1761894763731;1761919976000;-25212269;furnace3;820;52
1761894763884;1761919976000;-25212116;furnace3;821;54
1761894763978;1761919976000;-25212022;furnace3;822;55
1761894765265;1761919978000;-25212735;furnace3;823;52
1761894765370;1761919978000;-25212630;furnace3;824;54
1761894765492;1761919978000;-25212508;furnace3;825;55
1761894766753;1761919979000;-25212247;furnace3;826;52
1761894766874;1761919979000;-25212126;furnace3;827;54
1761894767002;1761919979000;-25211998;furnace3;828;55
1761894768333;1761919981000;-25212667;furnace3;829;52
1761894768388;1761919981000;-25212612;furnace3;830;54
1761894768515;1761919981000;-25212485;furnace3;831;55
1761894769868;1761919982000;-25212132;furnace3;832;52
1761894769899;1761919982000;-25212101;furnace3;833;54
1761894770027;1761919982000;-25211973;furnace3;834;55
1761894772735;1761919984000;-25211265;furnace3;835;52
1761894772737;1761919984000;-25211263;furnace3;837;55
1761894772737;1761919984000;-25211263;furnace3;836;54
1761894772803;1761919985000;-25212197;furnace3;838;52
1761894772925;1761919985000;-25212075;furnace3;839;54
1761894773050;1761919985000;-25211950;furnace3;840;55
1761894774374;1761919987000;-25212626;furnace3;841;52
1761894774439;1761919987000;-25212561;furnace3;842;54
1761894774567;1761919987000;-25212433;furnace3;843;55
1761894775910;1761919988000;-25212090;furnace3;844;52
1761894775951;1761919988000;-25212049;furnace3;845;54
1761894776080;1761919988000;-25211920;furnace3;846;55
1761894777447;1761919990000;-25212553;furnace3;847;52
1761894777856;1761919990000;-25212144;furnace3;848;54
1761894777858;1761919990000;-25212142;furnace3;849;55
1761894778886;1761919991000;-25212114;furnace3;850;52
1761894778987;1761919991000;-25212013;furnace3;851;54
1761894779102;1761919991000;-25211898;furnace3;852;55
1761894780417;1761919993000;-25212583;furnace3;853;52
1761894780487;1761919993000;-25212513;furnace3;854;54
1761894780614;1761919993000;-25212386;furnace3;855;55
1761894781875;1761919994000;-25212125;furnace3;856;52
1761894781995;1761919994000;-25212005;furnace3;857;54
1761894782122;1761919994000;-25211878;furnace3;858;55
1761894783487;1761919996000;-25212513;furnace3;859;52
1761894783512;1761919996000;-25212488;furnace3;860;54
1761894783693;1761919996000;-25212307;furnace3;861;55
1761894784923;1761919997000;-25212077;furnace3;862;52
1761894785024;1761919997000;-25211976;furnace3;863;54
1761894785161;1761919997000;-25211839;furnace3;864;55
1761894786461;1761919999000;-25212539;furnace3;865;52
1761894786535;1761919999000;-25212465;furnace3;866;54
1761894786662;1761919999000;-25212338;furnace3;867;55
1761894787998;1761920000000;-25212002;furnace3;868;52
1761894788045;1761920000000;-25211955;furnace3;869;54
1761894788170;1761920000000;-25211830;furnace3;870;55
1761894789490;1761920002000;-25212510;furnace3;871;52
1761894789576;1761920002000;-25212424;furnace3;872;54
